row,subject,structure,text
7727,2_writing,2_copyedit,You can combine these two sentences into one by just cutting out what I’ve highlighted
7728,2_writing,2_copyedit,"Also, add a concluding sentence"
7729,3_technical,4_specific,Problem with error bars. They look the same in both treatments
7730,4_logic,3_general,Why?
7731,4_logic,3_general,What was the significance of your study and what happened
7732,4_logic,4_specific,Make sure you tie this back to aggression. What did you learn from this study?
7733,2_writing,3_general,Your next sentence contains this information so you don’t need to state this
7734,3_technical,4_specific,What about making sure that the chloroplasts are healthy?
7735,2_writing,2_copyedit,supported
7736,3_technical,2_copyedit,Year?
7737,3_technical,2_copyedit,You had all fourth instar larva
7738,2_writing,4_specific,Give some indication of the results here
7739,2_writing,4_specific,Revise to make formal
7740,3_technical,2_copyedit,"You don’t need to state this, put the intext citation at the end and that will suffice"
7741,2_writing,2_copyedit,This sentence is unnecessary
7742,3_technical,4_specific,can you be more precise. Amplitude of what
7743,3_technical,2_copyedit,+/-? Report means +/- SDs before your stats.
7744,3_technical,6_holistic,Is this the only function of Ca++ in the presynaptic terminal? Is Ca++ necessary for exocytosis?
7745,4_logic,4_specific,I don’t see how this information relates to decreased aggression in turbid waters.
7746,4_logic,2_copyedit,State “We predict that…” and then state your hypothesis
7747,2_writing,3_general,Still need to have hypothesis in the abstract
7748,3_technical,4_specific,Can you be more precise about this? Specify each of those values to the stimuli parameters that you used.
7749,2_writing,2_copyedit,word choice
7750,3_technical,4_specific,State your statistical test but you do not report the results of it in this section.
7751,4_logic,4_specific,Quickly relate this back to a bigger picture. Why is it important to know how kale responds to differences in temperature?
7752,2_writing,2_copyedit,"Supported, not proved"
7753,3_technical,2_copyedit,Check the citation format
7754,3_technical,3_general,Need more in the figure captions.
7755,2_writing,1_pointer,Grammar
7756,2_writing,4_specific,This goes in methods section. Indicate both your independent and dependent variables in Methods.
7757,2_writing,3_general,revise
7758,3_technical,4_specific,Should mention that you used Hill reaction to quantify photosynthesis
7759,3_technical,2_copyedit,"Not significantly different; remember, a t-test is a comparison"
7760,4_logic,4_specific,Both models were? Can you describe the models in more detail?
7761,3_technical,4_specific,Statistically larger or not?
7762,3_technical,4_specific,"The table should be included as a few sentences in your results, rather than a table."
7763,2_writing,2_copyedit,Lower case p
7764,3_technical,2_copyedit,Just specify the statistical test used
7765,3_technical,4_specific,Use the averages of these data to make your graph.
7766,3_technical,4_specific,You can combine figures 1-3 in just one figure. That will concentrate your results better. What is the response in your y-axis? I yhink you meant Amplitude of contraction (V)
7767,2_writing,4_specific,Save this for the discussion.
7768,2_writing,3_general,"You use a lot of words in these sentences, but you’re not conveying a lot of information. Make them more specific and use examples to get your points across. This also allows you to bring in more primary literature sources."
7769,3_technical,2_copyedit,I would try to include the number of pulses and the width of each pulse (how long each pulse lasted).
7770,3_technical,2_copyedit,"Just say that there was significant difference between the groups (t = , df = , P = )"
7771,4_logic,4_specific,"Is this a strong ending? Remember we want to bring it out to the big picture, and connect back to the introduction. Rework the structure of the discussion to leave the reader with a strong impression of why your work is important."
7772,3_technical,2_copyedit,"Delete this. Raw data should be in lab notebooks, but not lab reports"
7773,3_technical,2_copyedit,Label and figure caption# does not match
7774,3_technical,2_copyedit,Ringers
7775,2_writing,2_copyedit,"This is not really scientifically written, so I would excluded"
7776,4_logic,6_holistic,"Can you say more about this? What types of shelters are found in the natural environment?In general, your intro needs to be fleshed out a bit more. The first sentence, for example, is pretty broad but doesn’t tell me much about biology or why we study behavior. Think about the links between evolution, behavior, and fitness, and then incorporate this idea of taking shelter into those concepts."
7777,4_logic,3_general,Getting results that do not support your hypothesis does not mean an error occurred in your experiment
7778,3_technical,4_specific,What did you mean with this? Did you increase voltage of stimulation form 0 to 10 V in steps of 1V?
7779,3_technical,2_copyedit,Missing the year
7780,3_technical,2_copyedit,Is IGR the same than ecdysone? Just use the biological term.
7781,3_technical,2_copyedit,percent
7782,4_logic,4_specific,Talk more about what that study did/found and how it relates to what you will test or find an additional study to relate to yours
7783,2_writing,4_specific,"Remember, save any reasoning for he discussion!"
7784,2_writing,2_copyedit,"You can just state that because your p-value is very high, you reject your hypothesis. You don’t need to talk about the null"
7785,2_writing,2_copyedit,Re write the hypothesis without saying based on the knowledge.
7786,3_technical,2_copyedit,For…? You might want to say something like “We chose this species to test the role of Ach in muscle contraction because the…”
7787,2_writing,4_specific,Highlight of this segment should have been reflected in the Abstract.
7788,2_writing,2_copyedit,This sentence is confusing
7789,2_writing,8_nobasis,What exactly do you mean by this?
7790,3_technical,2_copyedit,Where’s the t-test for the weight ratio?
7791,3_technical,4_specific,How do you know this? This should be cited
7792,4_logic,6_holistic,"Compare your explanation to results and interpretations of previously published studies and cite them.If appropriate, describe the alternative explanations of your data. If there is another possible explanation for your data, what future experiments are needed to determine the best explanation?"
7793,3_technical,3_general,"No numbers. Remember this is a paragraph, not a recipe."
7794,3_technical,2_copyedit,Explain the number of individuals in each group. You can mention in the first sentence that they had similar size. Is not necessary to say that 2 of them were 4 cm and the other 2 4.5 cm.
7795,3_technical,2_copyedit,You don’t need to repeat all this again. You can just say that the same stimulation procedure was applied after injection to determine the new threshold.
7796,3_technical,4_specific,Make a graph with 2 bars. Mean change in weight for control vs treatment.
7797,3_technical,2_copyedit,What muscle?
7798,4_logic,4_specific,"This is true, but what about your observed results? There was still a bit of a difference, albeit an insignificant. Do you still think your hypothesis was valid? How can you justify it or explain your results using biology?"
7799,4_logic,4_specific,I wouldn’t list this as an error but a possible explanation for why your experiment may have been different from past experiments.
7800,4_logic,6_holistic,Any suggestions about its effect on hormones ???
7801,4_logic,4_specific,I see no support for this whatsoever.
7802,3_technical,2_copyedit,should indicate that %change formula was used to convert the absorbance data (raw data)
7803,3_technical,4_specific,This is considered raw data and should not be included.
7804,3_technical,4_specific,"They should be different for the different groups, not both .7114"
7805,3_technical,3_general,Check the citation formatting in the BioCore Guide pages  48-49.
7806,4_logic,6_holistic,"If not important, why begin your intro with a description of it?"
7807,2_writing,3_general,informal
7808,3_technical,2_copyedit,Which hormones? In what organism?
7809,2_writing,3_general,Confusing. Revise.
7810,4_logic,4_specific,Once again why will this happen? How? What did Kingsolver do in their experiment?
7811,2_writing,4_specific,The definition of control and treatment group is better suited in the Methods. You could just mention a difference in the growth of animals under the influence of AzaMax.
7812,4_logic,3_general,"You need to make it clear how this related to your study and what it did, because it isn’t apparent how it is related"
7813,3_technical,2_copyedit,Improper citation format. Also the lab manual is not primary literature
7814,3_technical,4_specific,So…what is DCPIP and why are we using it?
7815,4_logic,4_specific,Have you found a study that grew plants in the total dark? Could you use that to support this part of your discussion?
7816,2_writing,2_copyedit,"This is a little bit informal. Try something like, “We began by planting ## buckwheat seeds, which grew in the greenhouse for 14 days.” Then you can include the supporting details."
7817,4_logic,4_specific,"Greater overall plant growth does not equal greater R:S ratios… what do you really mean here? Or, do you have the data to support your assertion of greater overall plant growth?"
7818,3_technical,3_general,Missing statistical analysis
7819,3_technical,3_general,The label itself isn’t as important as you can easily label them something else and get the same results. (Doesn’t affect reproducibility).
7820,3_technical,3_general,"Websites are generally not primary literature, although they can be used as secondary sources (like the lab manual)"
7821,2_writing,4_specific,"All this info is not suitable to be part of introduction, but methods."
7822,2_writing,3_general,Rephrase this sentence to avoid questions
7823,3_technical,8_nobasis,For what?!
7824,1_basic,3_general,The critical issue here is not having primary literature
7825,3_technical,4_specific,Your axes also need units (probably volts)
7826,3_technical,2_copyedit,State clearly whether or not your hypothesis was supported (statistically or otherwise)
7827,3_technical,3_general,citations?
7828,2_writing,4_specific,Include highlights from discussion
7829,3_technical,3_general,Good start to a caption but you are missing some points. Look through the core resource guide and at the figure captions in primary literature to get an idea for how one looks.
7830,3_technical,2_copyedit,With a force transducer
7831,3_technical,4_specific,Why paired?
7832,2_writing,4_specific,You need to have a hypothesis and methods in your abstract
7833,2_writing,2_copyedit,This is the opposite of what the previous sentence says.
7834,4_logic,2_copyedit,Consider ending with a broader statement about why this type of research matters
7835,3_technical,2_copyedit,Number figures in order they are referenced. Where is your reference to Figure 1?
7836,4_logic,6_holistic,Why does slow maturation cause caterpillars to grow larger?
7837,3_technical,4_specific,"Not all the hormones that regulate growth are JH. Ex: Ecdysone, PTTH"
7838,4_logic,6_holistic,Does that mean Physarum placed in a water-agar medium with an external stimuli (food) would not grow at all? Is that what you observed in your previous week’s experiment as well?
7839,3_technical,4_specific,"Mention that Physarum stock was prepared prior to your experimentDetails regarding 2% water-agar prep, dilution calc. &amp; prep, block dimensions and prep should be incorporated in a guideline table and/or diagram as a supplement to improve this section"
7840,3_technical,4_specific,"Lastly, if you don’t talk about the top to bottom (relaxation period) data, then you shouldn’t show a figure about it, or even include the data in the paper."
7841,3_technical,2_copyedit,"This is still a recipe-style writing. Suggestion: You could open your section by saying that “The slurry/ground mixture of chickweed was centrifuged using (name of the machine we used to centrifuge) at XG, Xrmp, at Xdegrees for Xmins to extract/isolate the chloroplasts. Any debris was removed and the solution was centrifuged again (mention specifications). The pellet was isolated and treated with Hill reaction assay (Table# provided in the supplement) to quantify photosynthesis activity. The absorbances were recorded…”"
7842,4_logic,3_general,"Good introduction, just try to elaborate more on what those previous experiments did and found. That is partially what should be driving your hypothesis"
7843,4_logic,3_general,what is the biological question we are asking?
7844,3_technical,4_specific,"You need to refer to ALL figures within the text of the paper (usually in the results, sometimes also in the discussion or other sections). Don’t include a figure here that you don’t talk about in the text (but this is a good figure, so talk about it in the text, don’t delete it!)"
7845,3_technical,2_copyedit,Also include that you injected 0.1 ml
7846,3_technical,2_copyedit,Make sure to include the blocker concentration as well
7847,3_technical,4_specific,"Try to be concise here, you spend a lot of time talking about one caterpillar instead of general trends"
7848,3_technical,4_specific,How is this different from the figure? Avoid repeating information
7849,2_writing,4_specific,This goes into the discussion section
7850,3_technical,3_general,Generally you should talk about the data before you mention your statistical results
7851,2_writing,3_general,Break this sentence up.
7852,3_technical,4_specific,Indicate which experiment.
7853,2_writing,4_specific,You could briefly mention the obtained results here
7854,3_technical,6_holistic,Don’t make a specific reference to images in another source without describing them because others may not have that source to look at.
7855,3_technical,2_copyedit,JH analogue (It mimics JH but isn’t actual Manduca JH)
7856,3_technical,2_copyedit,Units
7857,3_technical,2_copyedit,Silver thread
7858,3_technical,2_copyedit,Provide %change data after 30 min and refer to figure.
7859,3_technical,3_general,Check the correct format to report the results.
7860,2_writing,2_copyedit,Omit this
7861,3_technical,2_copyedit,List standard devs as well
7862,3_technical,2_copyedit,That’s Figure 2.
7863,3_technical,2_copyedit,Make it clear that the standard deviation is represented by the error bars.
7864,2_writing,6_holistic,"Because “significant” is a statistical word, this ends up sounding strange as you’re comparing the p-values rather than saying the decrease was smaller."
7865,2_writing,2_copyedit,Be direct. The data did not support our hypothesis.
7866,2_writing,3_general,"For first time use, you have to define the acronym"
7867,2_writing,4_specific,"In addition, try to avoid words such as “prove” or “correct.” Due to the uncertain nature of science, there’s always the possibility that what you’re saying could have an alternate explanation."
7868,4_logic,4_specific,Why? What role would they play in signaling?
7869,3_technical,4_specific,"As the experimental and the control groups weren’t the same caterpillars, but two separate caterpillars, I would not use this t-test.An example of an experiment where a paired t-test would work would be measuring the force a muscle can contract before and after injection of caffeine. (The muscle serves as a control before injection and then serves as the treatment group after injection)."
7870,3_technical,4_specific,The threshold…before and after treatment?
7871,3_technical,4_specific,Are these averaged values? Then you are missing the SDStimuli amplitudeResponse before caffeine? What are you considering response here? Is the Amplitude of contraction? Missing units
7872,3_technical,4_specific,The contraction was the response to electric stimulation. What was the response to the contraction?
7873,3_technical,2_copyedit,You need to state the actual chemical you’re using (methoprene)
7874,3_technical,2_copyedit,When? At the end of the experiment or this is the total change from day 1 to day 8. You need to be more precise
7875,2_writing,3_general,"Not sure why this quotation is here because there’s no closing quotation. Either way, you shouldn’t have quotations"
7876,3_technical,2_copyedit,Reference your graph using “Figure #”
7877,2_writing,4_specific,Be more direct and just tell us what the behaviors were and how many points they were each worth.
7878,4_logic,3_general,How does this relate to your findings? You need to connect the dots for your reader.
7879,3_technical,4_specific,Theshold?
7880,3_technical,4_specific,"Units on the y-axis, careful of your standard deviation"
7881,3_technical,4_specific,Try to fix the x-axis label since your have –ve values
7882,4_logic,4_specific,Maybe.. but again you theoretically accounted for this
7883,2_writing,2_copyedit,"Try to trim this down a little, it’s a bit “dramatic” try to make it more concise and “sciency”"
7884,4_logic,4_specific,"What is this, another caterpillar/moth or holometabolous insect, get a little more specific in the future"
7885,3_technical,4_specific,"If this is true, then show the data for this dependent variable. If you don’t have those data, then just stick with explaining the different in time until showing the behavior f"
7886,3_technical,4_specific,Needs citation
7887,4_logic,2_copyedit,I would try include 1 or 2 lines about how Ach is involved in normal muscle function.
7888,3_technical,3_general,Cite your sources (journal articles) correctly. See resource guide
7889,3_technical,2_copyedit,two-sample
7890,2_writing,4_specific,"The hypothesis should not be cited. You are not giving credit to another source for your hypothesis, that is part of your experiment, not a previous study"
7891,3_technical,4_specific,"Mention what muscle you are using, as you then reference it below"
7892,3_technical,4_specific,"Almost perfect, 
just mention how many frogs are in each group and just have your y-axis say “Twitch Threshold (Volts)”"
7893,3_technical,4_specific,There needs to be more here. What part of the photosynthetic process does temperature and herbicides effect?
7894,3_technical,8_nobasis,Come see me for stats!
7895,4_logic,3_general,"This was a solid discussion section, but you need to explain the relevance / importance of your study."
7896,3_technical,2_copyedit,What was the concentration of this chemical?
7897,2_writing,2_copyedit,You can combine these sentences in one. Remember the example from last week.
7898,2_writing,4_specific,Title should VERY briefly state the main takeaway of your experiment
7899,2_writing,3_general,Avoid this recipe-style writing
7900,4_logic,4_specific,So…does it use microtubules too? Provide evidence and some information on how Physarum use them specifically.
7901,3_technical,2_copyedit,Remember to include the title of the graph immediately after the figure number. Then you can continue with the rest of the caption.
7902,2_writing,4_specific,"Avoid reporting p values in abstract, rather mention it was statistically sig"
7903,2_writing,2_copyedit,if
7904,3_technical,4_specific,Try to avoid the use of sentences just for the statistical outcome. Combine this information with the result. You can check in the annotation exercise that you already did the section with the results. Look for examples reporting the statistical outcome.
7905,3_technical,2_copyedit,No need to cite the manual in your methods.
7906,4_logic,4_specific,You need to elaborate more on the length ratio changes.
7907,3_technical,4_specific,Check your x-axis
7908,3_technical,3_general,"Overall, good intro, but pay attention to detail; as I said in lab, I will hold you accountable for accurate scientific info."
7909,4_logic,6_holistic,Why do plants show more dramatic effects than animals? Be specific!
7910,3_technical,4_specific,"Not true, there was not a significant effect in the injection of lidocaine."
7911,3_technical,4_specific,How did you analyze the data afterward?
7912,3_technical,4_specific,Why two-tailed?
7913,3_technical,4_specific,y-axis: Amplitude of contraction
7914,3_technical,4_specific,"How many replicates did you measure? What value did you run the ANOVA tests on? Right now it’s not clear to the reader what exactly you measured, whether you used a ratio, or whether you looked at length, weight, both, or something else entirely."
7915,3_technical,4_specific,"The statistic supports the data that you are showing in figure 4, but that figure is not showing any statistical result."
7916,3_technical,4_specific,"Since the stats weren’t significant, there’s no need to say that xxx was higher than yyy on average. Just say that the two groups weren’t significantly different"
7917,4_logic,4_specific,"You aren’t stimulating the muscle for a longer period of time with the lanthanum chloride though, so idk if this is a valid possible explanation"
7918,3_technical,4_specific,"Also, introduce your study organism"
7919,2_writing,2_copyedit,This is not super relevant to your experiment so I wouldn’t include it
7920,3_technical,4_specific,What statistical test?
7921,3_technical,2_copyedit,When? Specify the day of the photograph
7922,2_writing,2_copyedit,"You can say it rejects the null hypothesis, but the way you have it phrased here is a little odd"
7923,3_technical,4_specific,This segment needs citation
7924,3_technical,2_copyedit,One-tailed two-sample t test
7925,3_technical,4_specific,Give some indication of the results here. Also include the species name and light treatment
7926,3_technical,4_specific,Is this statistical test for the threshold or contraction amplitude.
7927,3_technical,2_copyedit,Delete gridlines
7928,2_writing,3_general,Try to avoid colloquial language
7929,3_technical,6_holistic,Why is this a helpful species to study?
7930,3_technical,2_copyedit,"correct format: t-stat=_, d.f.=_, P=_"
7931,3_technical,4_specific,"What is the meaning of positively and negatively? The thresholds decreased, does this mean that the chemical has a positive effect? That is not velar. The amplitude also decreased. Is that a negative effect? Why if they went in the same direction one is positive and the other is negative? Instead of saying positively and negatively, mention the tendencies."
7932,3_technical,3_general,"You should focus on the explanations and interpretations of the results, not possible errors."
7933,2_writing,3_general,Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise.
7934,2_writing,2_copyedit,Rewrite this result but avoid repeating the same words.
7935,3_technical,2_copyedit,I would exclude this as it can be considered raw data (Leaving in the portion in your results section about each leg decreasing in amplitude after injection is fine).
7936,2_writing,2_copyedit,Not necessary
7937,3_technical,3_general,"These are all observations, you need to be interpreting results and referencing stats in your discussion"
7938,3_technical,4_specific,"Where are your statistics? You said you did a t-test, you need to report it in the results section."
7939,2_writing,4_specific,"These are not necessarily the same thing, so if that is how you defined threshold throughout the experiment, make that clear."
7940,2_writing,4_specific,"If this is your hypothesis, make that clear. It should be the last sentence of the intro."
7941,3_technical,2_copyedit,Don’t include this figure. Do include your t-statistic and degrees of freedom
7942,3_technical,4_specific,Is that what you did?
7943,3_technical,4_specific,"You should mention somewhere in here that you are using Rana pipiens as your model organism and why. I know you removed it from the end to make the hypothesis last, but it should still be in here somewhere."
7944,3_technical,2_copyedit,"We resuspended the pellet, not the supernatant"
7945,3_technical,2_copyedit,This is a replicate. It cannot have a separate p-value.
7946,2_writing,2_copyedit,minimal (word choice)
7947,4_logic,3_general,"Do you have any possible reason to think this? If no, delete."
7948,4_logic,4_specific,"This information is also in the lab manual, what new information did this experiment provide you with, what did they do and find?"
7949,2_writing,3_general,Write the methods in past tense
7950,2_writing,2_copyedit,Seems a little out-of-place here (I don’t know what this means just yet).
7951,3_technical,3_general,This is not what the legend on the graph says.
7952,3_technical,3_general,"Also, if there’s no significant difference, then you cannot reject the null hypothesis."
7953,4_logic,4_specific,This intro is very short. Could you elaborate on how/why nervous system and muscle interactions and communication are important?
7954,3_technical,2_copyedit,Do not use a table to report only the statistical analysis
7955,4_logic,4_specific,I doubt that. Maybe it just wasn’t dark enough?
7956,3_technical,4_specific,What stats did you run?!
7957,1_basic,4_specific,"Do not say anything about your hypothesis in the results! This technically should cause this report to fail. I am going to just give you a warning since you missed the peer review when we discussed most of this, so you can still revise for full credit. Basically, you can mention your p-value in the results and you can say that it is or is not significant (since this is an objective statement based on the alpha level), but you should not say anything about your hypothesis (null or otherwise) until the discussion. Please let me know if you have any questions about this."
7958,2_writing,2_copyedit,"Logical, but we never use the word believe! Too subjective."
7959,4_logic,8_nobasis,"Aha, there’s your deep thinking!"
7960,2_writing,6_holistic,"Pretend like you are writing your results up for a scientific journal, avoid saying things like, “the purpose of this lab.”"
7961,4_logic,3_general,What is the objective of your study
7962,2_writing,3_general,Do not quote other papers
7963,3_technical,4_specific,Not a valid source
7964,3_technical,4_specific,Problem with standard errors
7965,3_technical,4_specific,Didn’t you state this in methods?
7966,2_writing,2_copyedit,“or”
7967,3_technical,4_specific,"As noted in your lab manual, it is recommended to avoid it because it is a cellular slime mold. Look for acellular slime mold models."
7968,3_technical,2_copyedit,Missing standard deviation for each condition.
7969,3_technical,2_copyedit,"Second, I’m not sure those error bars are correct, as they look very similar for both bars."
7970,3_technical,4_specific,"You tested more than one group (test and control groups,). Are they statistically different from one another?"
7971,2_writing,4_specific,you can mention this earlier when you talked about the IGR and its use as a pesticide.
7972,2_writing,6_holistic,"Much better with that biological background, but with the next lab report, focus on flow. The intro sounds a little disjointed, which is an okay starting point in that you’re essentially trying to make sure you hit every point, but it’s something to improve on going forward."
7973,2_writing,6_holistic,"Pretend you are writing a scientific journal article, not a lab notebook – avoid phrases like “in this experiment my group and I”Start your intro with a broad sentence introducing the topic (in this case, animal behavior). Then from there, explain about the betta fish and narrow down to your hypothesis. You have done this to some extent, but the first sentence here isn’t helping you connect your work to a broader concept in biology."
7974,3_technical,4_specific,Untrue because of your statistics. Your p-value indicates the weights of the two groups are not significantly different
7975,4_logic,4_specific,"So what may have happened? Did another study find JH decreased weight or had no effect, look."
7976,3_technical,4_specific,"You don’t need this table, all this information is represented in the graph"
7977,3_technical,4_specific,"any time you have an average graphed, you will need standard deviation bars. As such, this graph should have 16 error bars total."
7978,3_technical,2_copyedit,“temperature”
7979,3_technical,2_copyedit,Alpha?
7980,4_logic,4_specific,What about plant allocation? Isn’t that what you were investigating?
7981,3_technical,3_general,You need a citation in your discussion section.
7982,3_technical,4_specific,What groups were compared?
7983,2_writing,3_general,Do not repeat details you already provided in the Materials and Methods.
7984,2_writing,3_general,explain better
7985,3_technical,4_specific,"Neither of these is primary literature. If you are confused about what primary literature is and isn’t, talk to me or email me."
7986,3_technical,2_copyedit,you removed the debris and then transferred
7987,2_writing,2_copyedit,Include university name as well in this case
7988,3_technical,2_copyedit,Stats?
7989,3_technical,4_specific,"These graphs are interesting but hard to read.  If all of the control 1 color and treatment were another, it would be a better graph to show."
7990,2_writing,2_copyedit,Rule of thumb: write out numbers if they’re less than 10
7991,3_technical,3_general,You don’t need a materials list as long as you mentioned all these things in your methods paragraph
7992,2_writing,3_general,"This sentence structure is not quite right, try rewriting it.Otherwise, the general content of your intro is good and it flows logically."
7993,3_technical,4_specific,The standard errors look the same for evey single day
7994,3_technical,2_copyedit,What do your error bars represent? You don’t need error bars because you didn’t average any values together.
7995,2_writing,4_specific,Include highlights from discussion
7996,1_basic,3_general,No citation in discussion – doesn’t meet basic criteria
7997,3_technical,4_specific,I wouldn’t call soil a solvent. Your explanation of the effect on vision is good.
7998,2_writing,4_specific,The first sentence should be a general statement about the neuromuscular system
7999,4_logic,4_specific,Be more specific. Will they gain weight? Lose weight?
8000,3_technical,2_copyedit,This is not the format to report statistical outcome in the results. This should support the observed results.
8001,2_writing,4_specific,"I would try to shorten this method section (For the abstract, you can simply say the amplitude of the response was recorded with and without lidocaine). Instead, I would try to include a sentence or 2 about What lidocaine does and what sodium normally does (just vaguely)."
8002,3_technical,2_copyedit,what do error bars represent?
8003,2_writing,2_copyedit,Omit this
8004,4_logic,3_general,Um. Why’d you change your hypothesis? We never do that!!
8005,4_logic,4_specific,I’d make explicit why you used the glucose.
8006,3_technical,2_copyedit,I would include the number of pulses and the width as well (how long the stimulus was given).
8007,3_technical,2_copyedit,UnitsAll the measurements require units!
8008,2_writing,3_general,You can condense this into one sentence in the future just summarizing it.
8009,3_technical,4_specific,What are you comparing to what? Mean absorbances? Mean percent change in absorbance?
8010,3_technical,4_specific,This is not true. JH controls the type of molt (either larval or adult)
8011,4_logic,3_general,More than one citation is required to provide alternative interpretation of your results
8012,3_technical,3_general,Need a little more detail in these figure captions
8013,3_technical,2_copyedit,"You don’t need to list, your reagent table should already account for this"
8014,3_technical,2_copyedit,Get the Author and cite
8015,3_technical,2_copyedit,Make sure to include which statistical test you used.
8016,3_technical,4_specific,Clean table but not needed.  This information can and should be summed up in a sentence in your results.
8017,3_technical,4_specific,Amperes is current Voltage is the Amplitude of the shock administered to the leg.  You are confusing the word Amplitude (which is how tall the stimulus is on a graph = volts) with Amperes (the flow rate of the current in the wire = amps).
8018,4_logic,4_specific,"Instead of thinking that three replicates were too small, think about the procedure of isolating the chloroplast. Maybe there weren’t enough chloroplast in the samples because they weren’t isolated properly. You mentioned about it in later sentences. Three replicates is a standard sample size so I wouldn’t say that it is too small."
8019,2_writing,6_holistic,More needs to go here. Remember the hour glass style of writing. Mechanistically what about photosynthesis is altered with temperature? Then what background supports that? Be sure to explain yourself.
8020,3_technical,4_specific,"Put this in the previous sentence where you say Ach receptor blocker. Also, be sure to mention the amount you injected"
8021,3_technical,2_copyedit,"I believe you mean to say that this is your alpha value, not p-value"
8022,2_writing,4_specific,Save this for the methods section
8023,2_writing,4_specific,"Avoid stating stat results in abstract. Alternatively, you can say that your herbicide did not significantly decrease photosynthesis which was supported by your t-test analysis."
8024,3_technical,2_copyedit,Was this SD?
8025,3_technical,4_specific,"For future reference, you don’t need a table with your statistical results as long as you state them in the results section. Also, I forgot to mention this on your first submission, but because this line graph has averages, you need error bars for each line on each day"
8026,4_logic,4_specific,Maybe tie this back to reduced kinetics and enzyme denaturation?
8027,2_writing,3_general,Informal language
8028,2_writing,3_general,"Try to avoid phrases like “the purpose of this lab.” Write as if you were writing a scientific article for publication, instead of a lab notebook entry."
8029,3_technical,2_copyedit,Average twitch threshold?
8030,3_technical,2_copyedit,Include the statistics results here
8031,3_technical,4_specific,"Your table one is raw data, so I wouldn’t include it. For table 2, I would turn it into a graph of averages, as that is easier to look at and interpret. For your graph, you don’t need a title, as that should go in your caption. You also don’t need error bars, as each line is one individual."
8032,3_technical,2_copyedit,0.1ml
8033,2_writing,2_copyedit,Repeating information
8034,3_technical,4_specific,This might be something to put in your results instead.
8035,3_technical,4_specific,Also mention briefly what you will actually be doing in the experiment
8036,3_technical,3_general,You should reference your figures in this section when talking about your results from them
8037,3_technical,4_specific,So is your data significant or not?
8038,3_technical,4_specific,"Ok good, my only question is if your t-test values were the sum of the red manes for both fish in each interaction, or the individual values for a single fish?"
8039,2_writing,2_copyedit,remove this – this is not necessary; people will assume
8040,4_logic,3_general,"This is written like an Introduction. In this section, you should use previous studies to interpret the results."
8041,2_writing,4_specific,This is too much detail focusing on the methods. This statement should rather go in the methods section. I suggest to remove it and revise the previous line to convey the message.
8042,2_writing,2_copyedit,Not quite true
8043,3_technical,4_specific,Did you sterilize anything?
8044,4_logic,4_specific,Procedural error could be one reason. Maybe the chloroplasts were not successfully isolated. Recall that you did not actually look through the microscope and calculated relative chloroplast density this time. It could be error at maintaining the temp during the experiments. Explore possible reasons!
8045,3_technical,4_specific,"I’m really confused because there are so many figures. Try to get your data into one figure, and write a figure caption that explains the results from that figure."
8046,3_technical,4_specific,You should just state what the p-value is (no need to refer people to a table just to read the number).
8047,3_technical,2_copyedit,Include the statistics
8048,3_technical,2_copyedit,Should include the specific topic or cite the lab manual.
8049,3_technical,2_copyedit,What table? I only see figures!
8050,4_logic,2_copyedit,Wrap up with a bigger picture. So what does this mean for plant productivity? (or something along those lines)
8051,2_writing,2_copyedit,I would try to avoid “obviously” as it can seem demeaning to readers that did not arrive at this conclusion.
8052,2_writing,2_copyedit,You can get rid of this line.
8053,3_technical,4_specific,Reconsider the y-axisAmplitude of Contraction (V)
8054,3_technical,4_specific,"This statement lacks important information like the units, and of what averaged values these standard deviations were calculated."
8055,3_technical,4_specific,"Be specific… is it the data themselves that are not significant, or the differences between the two groups that are not significant?"
8056,3_technical,4_specific,What does this mean?Substrate typesSoil types
8057,3_technical,4_specific,Try to fix the x-axis label since you have –ve values.
8058,2_writing,3_general,Use background info from primary literature to support and back up your findings more
8059,4_logic,4_specific,You need to reorganize your intro a little. Start general and then talk about your experiment. Teach me about muscles and nerves first
8060,3_technical,2_copyedit,At what temperature?
8061,3_technical,2_copyedit,At what temp?
8062,3_technical,2_copyedit,"Didn’t notice this the first time around, but you don’t need the et al. in your citations"
8063,3_technical,4_specific,Did you follow up with a Tukey-Kramer to test your specific hypothesis that white light would promote the most photosynthesis?
8064,2_writing,3_general,Kind of reads colloquially. Try to avoid colloquial language
8065,2_writing,3_general,Colloquial
8066,3_technical,3_general,You should also reference your figures.
8067,3_technical,4_specific,Is calcium being blocked or is it’s receptor/channel being blocked?
8068,3_technical,4_specific,Reconsider the x-axis. Maybe using numbers for the days would be betterAre these averaged values? Where are the SD?
8069,3_technical,3_general,Please no URLs
8070,2_writing,2_copyedit,You don’t need so much detail here.
8071,2_writing,3_general,informal
8072,4_logic,4_specific,It’s still unclear what the female has to do with your experiment.
8073,3_technical,4_specific,"Don’t include the concentration of your chemical in the intro, include it in the methods"
8074,3_technical,4_specific,I don’t think you were stimulating the muscle for nearly long enough to cause fatigue
8075,3_technical,3_general,Reference the figures in this sectionDescribe the trends and then support those trends with the statistical analysis
