"","subject","structure","text"
"7448","ingroup","ingroup","What stats did you run? How many caterpillars were in each group? How did you add the water/precor into their diets?"
"7449","outgroup","ingroup","Avoid repeating phrases. That makes the text boring"
"7450","ingroup","ingroup","citation formatting. Thi sis a paper published in Insect Biochemistry. 16 (5): 741-747Check the BioCore Guide pages 48-49"
"7451","ingroup","outgroup","Corpus cardiacum is a neurohemal organ, the site of release, it is not the secretory tissue"
"7452","ingroup","ingroup","How did you average the coloration? That was not a quantitative variable, so you cannot average it."
"7453","ingroup","outgroup","I would say Martin’s IGR or insect growth, but ecdysone was not one of the key points of our experiment."
"7454","ingroup","ingroup","Not all the hormones that regulate growth are JH. Ex: Ecdysone, PTTH"
"7455","ingroup","outgroup","Partially supported."
"7456","ingroup","ingroup","This is a very low doses."
"7457","ingroup","ingroup","This is not quite right, those are different hormone, produced by different glands."
"7458","ingroup","ingroup","This table is showing the same information than the graphs. Avoid repeating information"
"7459","ingroup","outgroup","Not a peer reviewed/primary source"
"7460","outgroup","ingroup","This part can wait for discussion"
"7461","outgroup","ingroup","This was supposed to be in methods section"
"7462","outgroup","outgroup","Avoid starting sentences with numbers"
"7463","outgroup","ingroup","Consider changing the order. For example:Sodium Channel Blocker causes an increase in the threshold of muscle contraction in Rana pipiens"
"7464","ingroup","ingroup","Support this statement with the outcome from Statistics."
"7465","ingroup","outgroup","2018"
"7466","ingroup","outgroup","Also include tstat and df"
"7467","ingroup","outgroup","I need to see some values in here other than p-value, don’t just describe the averages and standard devs show me them"
"7468","outgroup","ingroup","Just state what you did, you don’t have to go through the trials and tribulations of it all"
"7469","outgroup","outgroup","Make this sentence more of a title than it is now"
"7470","ingroup","ingroup","Once again, check your averages and standard deviations because I’m a little confused. Also I need to see the p-value in the figure caption"
"7471","outgroup","ingroup","This came a little out of nowhere, you didn’t study the heart. I like the connection you’re trying to make just lead into it a little more"
"7472","outgroup","outgroup","Try to break this down a little more and make it sound slightly different from your abstract"
"7473","ingroup","ingroup","What is this animal, why use it?"
"7474","outgroup","ingroup","What muscle did they look at, in what organism, tell me more about this study"
"7475","ingroup","ingroup","You can’t have standard deviations on just one value. Check this graph and it’s values"
"7476","ingroup","outgroup","Not a peer reviewed/primary source"
"7477","ingroup","outgroup","Not a primary source"
"7478","ingroup","outgroup","This is equivalent to raw data. Not needed in reports.Summary table is that of change in weight per caterpillar and not their averages."
"7479","ingroup","outgroup","This is not what we agreed on summarizing these data."
"7480","outgroup","outgroup","Don’t use possible errors in your experiment as a reason for why your results did not support your hypothesis – what was going on inside the caterpillar?"
"7481","outgroup","ingroup","How does JH affecting the type of molt relate to caterpillar weight?"
"7482","ingroup","ingroup","Include some numbers in your results section, such as average final weights for each group"
"7483","outgroup","outgroup","Like we discussed in lab, your intro needs a citation from a primary source."
"7484","ingroup","outgroup","State your Figure # instead of saying “the graph”"
"7485","outgroup","outgroup","This abstract needs a little work. Think two sentences of intro, hypothesis, one sentence for methods, two for results, and one short concluding sentence."
"7486","outgroup","outgroup","Your discussion also needs a reference to primary literature."
"7487","ingroup","ingroup","Also, is there a way to get all controls to be the same colors and all treatments to be the same color?"
"7488","ingroup","outgroup","Third, reiterate your statistical results in the figure caption."
"7489","ingroup","outgroup","Your figure does not need a title, what goes in the “title” should be in a figure caption."
"7490","outgroup","outgroup","Good first sentence. I would consider using the term “hypothesis” at least somewhere in this paper."
"7491","outgroup","outgroup","How do you know that they experienced trauma?"
"7492","ingroup","ingroup","In this section, you need to include a figure (a graph of some kind) and the statistics results from the t-test."
"7493","ingroup","ingroup","Include more explanation why you saw these results"
"7494","ingroup","ingroup","The mimic or what?"
"7495","ingroup","outgroup","This is raw data"
"7496","ingroup","ingroup","This is unclear and doesn’t match your methods."
"7497","ingroup","ingroup","This should be in paragraph form in your results"
"7498","outgroup","ingroup","This would go in your discussion.  In the results, you would just state what you observed without proving reasoning."
"7499","ingroup","outgroup","What was the dilution of the Precor?"
"7500","ingroup","outgroup","Years?"
"7501","ingroup","outgroup","You need to have figure captions, as well as a figure (bar graph or line graph)"
"7502","outgroup","outgroup","You need to include a citation in the discussion."
"7503","outgroup","outgroup","Careful of getting redundant"
"7504","ingroup","ingroup","Check that y-axis spelling"
"7505","outgroup","ingroup","Earlier you need to draw some connection between Azamax and weight, why would you see a change in weight?"
"7506","ingroup","outgroup","p-value, you can just put it in parentheses"
"7507","ingroup","outgroup","Turn this into a percent rather than a ratio and it’ll shorten the sentence a lot (x% Azamax)"
"7508","outgroup","outgroup","You can combine these two sentences into one by just cutting out what I’ve highlighted"
"7509","outgroup","ingroup","You don’t need this sentence, the abstract kind of did this for you, just jump right in with the next sentence"
"7510","ingroup","outgroup","You should try to trim these methods down a little bit, cut out extraneous information and details"
"7511","ingroup","outgroup","Citation formatting"
"7512","ingroup","ingroup","Do not focus the discussion in the statistical result. Recapitulate the main observations and interpret those."
"7513","ingroup","outgroup","Do not use a table to report only the statistical outcome."
"7514","ingroup","outgroup","Do not use a table to report only the statistical outcome."
"7515","ingroup","outgroup","Missing details. Figure captions should be self-explanatory"
"7516","ingroup","ingroup","Problem with error bars. They look the same in both treatments"
"7517","ingroup","ingroup","Reconsider this sentence. It is confusing"
"7518","ingroup","ingroup","This figure would be better if you also show an experimental animal at the same day. Then, the difference in coloration between them will be more obvious"
"7519","ingroup","outgroup","units"
"7520","outgroup","ingroup","You can say this more clear. You accepted the null hypothesis"
"7521","outgroup","outgroup","Avoid repeating phrases"
"7522","outgroup","ingroup","But the data did not support the hypothesis. You could specify that."
"7523","outgroup","ingroup","Can you be more specific? Include the studied physiological process in the title."
"7524","ingroup","outgroup","Citation formatting. Check the BioCore Guide pages 48-49"
"7525","outgroup","outgroup","Methods are written in past tense"
"7526","ingroup","outgroup","Reference figure 2"
"7527","ingroup","ingroup","That would explain why the control animals were smaller, because they were probably losing weight before pupation."
"7528","outgroup","outgroup","This is repeated"
"7529","ingroup","ingroup","This should be included in the results."
"7530","ingroup","ingroup","What was the chemical used? that is very important because you didn’t increase the levels of endogenous JH and that is not clear in this introduction."
"7531","outgroup","outgroup","Why is this important? You could probably omit this because it is also explained in the next sentence."
"7532","ingroup","ingroup","You are missing the statistical analysis. That should be included in the methods."
"7533","outgroup","ingroup","Your hypothesis was only partially supported because the quantitative data did not support the hypothesis"
"7534","outgroup","outgroup","Figure 1"
"7535","ingroup","ingroup","Pretend you did the prep for all the leg data you used"
"7536","outgroup","outgroup","Really nice discussion, now try to talk about what this study or further studies could do for science in a broader context, what information could it provide us with?"
"7537","ingroup","outgroup","stats"
"7538","outgroup","ingroup","Talk more about what that study did/found and how it relates to what you will test or find an additional study to relate to yours"
"7539","ingroup","outgroup","Units?"
"7540","ingroup","ingroup","You are missing a few components of your methods here, you should mention the force transducer and Frog Ringers"
"7541","outgroup","ingroup","Be a bit more specific about how it will change? Increase? Decrease?"
"7542","outgroup","outgroup","Don’t put quotes in your lab report"
"7543","ingroup","outgroup","Since you have two figures, you should be referencing both"
"7544","ingroup","ingroup","Untrue because of your statistics. Your p-value indicates the weights of the two groups are not significantly different"
"7545","outgroup","outgroup","You don’t need to include this, just have the following sentence"
"7546","ingroup","ingroup","Your axes need labels"
"7547","ingroup","outgroup","[last name : year]"
"7548","ingroup","outgroup","I think there’s a sentence missing here where you discuss how many drops you gave each caterpillar?"
"7549","outgroup","ingroup","This is not really relevant, especially because it doesn’t talk about JH"
"7550","outgroup","outgroup","Why? What does JH have to do with weight?"
"7551","ingroup","outgroup","Remember to begin captions with the figure number and title (e.g. “Figure 1. Average weight gain in Manduca sexta…”)"
"7552","ingroup","outgroup","Citation formatting"
"7553","ingroup","outgroup","Missing citations"
"7554","ingroup","ingroup","Missing information about the used statistical test"
"7555","ingroup","outgroup","Reference the figures and tablesDescribe the trendsStatistical analysis"
"7556","ingroup","outgroup","That was raw data"
"7557","outgroup","ingroup","The title should give an idea about the experimentMention the used chemical and the studied physiological process"
"7558","ingroup","ingroup","This is not the figure legend. You just repeated the same information. You should include a description of the figure or table. Mention the tendency."
"7559","ingroup","outgroup","What is this? That is raw data from your lab notebook. Do not include that in the lab report.Figures and tables with summarized data."
"7560","outgroup","outgroup","A bit too much detail here"
"7561","outgroup","outgroup","Also include primary literature in your discussion."
"7562","ingroup","outgroup","Citation format is [last name : year]"
"7563","outgroup","outgroup","Don’t use a source of error as an explanation for your results, talk about what might be going on inside the caterpillar"
"7564","outgroup","outgroup","Like we discussed in class, you need primary literature in your intro"
"7565","outgroup","ingroup","Reorder this so you talk about the study organism first, then about what the hormone you are studying does."
"7566","outgroup","outgroup","This abstract needs to be reformatted a little bit. Think two sentences for your intro, your hypothesis, one sentence for methods, two for results, and a short concluding sentence"
"7567","outgroup","ingroup","This is going into interpretation, and should only be in your discussion"
"7568","ingroup","ingroup","Also, is there a way to make all controls one color and all treatments another?"
"7569","ingroup","outgroup","Lastly, can you just shorten that x-axis so day 8 doesn’t show, since there’s no data there?"
"7570","ingroup","outgroup","Your graph should not have a title, put what your title would be in your caption."
"7571","ingroup","outgroup","Include the p-values here."
"7572","ingroup","outgroup","Include the statistics"
"7573","ingroup","outgroup","Need s.d.’s"
"7574","ingroup","outgroup","Not be able to reject the null."
"7575","outgroup","ingroup","Save this for the discussion"
"7576","ingroup","outgroup","Stats?"
"7577","outgroup","ingroup","This is methods, and does not need to be included here"
"7578","ingroup","outgroup","This is not needed in the caption"
"7579","ingroup","ingroup","You can bring this up at the end of each paragraph and talk about the respective t-test results."
"7580","outgroup","outgroup","You can have less detail than this, but this is fine."
"7581","ingroup","ingroup","Careful here, you did that for the sake of calculating averages but you ran you paired t-test (which you need to mention) on the four separately if that makes sense"
"7582","outgroup","ingroup","Great intro, it would be interesting to hear about what those two studies did and found"
"7583","ingroup","outgroup","List the stats"
"7584","ingroup","outgroup","p-value"
"7585","outgroup","outgroup","Reread this sentence"
"7586","ingroup","outgroup","State t-tstat and df as well"
"7587","ingroup","ingroup","Try to be a little more specific about your y-axis"
"7588","ingroup","ingroup","You don’t need to go this indepth in the figure caption, summarize the results more than the methods"
"7589","ingroup","outgroup","Need to include the stats results."
"7590","ingroup","ingroup","Why is there only one s.d. value?"
"7591","outgroup","ingroup","“confidence interval” has a very specific statistical meaning, so make sure you are using it correctly or come up with another way to phrase this."
"7592","ingroup","outgroup","Again, this is more detail than is needed in figures."
"7593","outgroup","ingroup","Avoid roman numerals (they are too hard to read in most fonts). You can just use 1, 2, etc."
"7594","ingroup","outgroup","Make sure your bars are labeled with what they actually represent (control and experimental). Labeling them 1 and 2 is not very helpful to the reader."
"7595","outgroup","outgroup","No need for most citations in the abstract. Usually, if it’s detailed enough to need a citation, that’s more detail than the abstract needs. General statements like this one can be made in the abstract without citing them."
"7596","outgroup","outgroup","Normally, you want to avoid direct quotations in your report and simply paraphrase anything over 2-3 words long. However, since this is a statement of a specific principle, you may leave it in as is if there is no good way to paraphrase it."
"7597","ingroup","ingroup","Put this at the end of the methods."
"7598","ingroup","ingroup","This table/figure is acceptable but probably unnecessary, since you mention the p-value yourself in the text. Unless you intend to talk about the degrees of freedom, average, etc. extensively  in the results/discussion, you can just state the p-value and any other values you need without referring to a table."
"7599","ingroup","ingroup","What does this figure show? (I think your numbers are out of order). You probably don’t need a table of numbers like this unless you want to refer to specific values (more than a couple). Make sure every figure/table included in the report is referenced in the results and/or discussion."
"7600","ingroup","ingroup","What statistical testing did you use?"
"7601","ingroup","outgroup","While I appreciate the citation, anything I said in lab should also be in your lab manual, so you can generally just cite that!"
"7602","outgroup","ingroup","You may want to mention this earlier in your discussion."
"7603","outgroup","outgroup","A label and the place you receive chemicals from does not serve as a citation."
"7604","ingroup","outgroup","Avoid using words such as “prove” and “correct” as there’s always a bit of uncertainty in biology. All we can say is it’s unlikely it was by chance. As such, I would just leave it as “our hypothesis was supported.”"
"7605","ingroup","outgroup","I’m not sure why you got rid of your previous materials and methods section. This one doesn’t really explain to the reader what was done for your experiment."
"7606","outgroup","outgroup","Outside source missing (basic criteria)"
"7607","outgroup","ingroup","This should be in the results section and not the methods"
"7608","ingroup","ingroup","I don’t mind the day by day observations, but it is getting close to raw data.  If you want to use the visual observations in your discussion, just include (in the results) the specifics that you want to refence later rather then including everything"
"7609","ingroup","outgroup","Need more in the figure captions."
"7610","ingroup","ingroup","This figure requires standard deviation error bars on each of the 16 bars"
"7611","ingroup","ingroup","This is interesting but is summed up in your other figure better, so this figure is not needed."
"7612","ingroup","outgroup","Treatment group?"
"7613","outgroup","outgroup","What do you think was the cause for you not getting these results?  Also, explain why you should get those ideal results."
"7614","ingroup","outgroup","You don’t need to cite every sentence.  If you have a few sentences in a row that are from the same citation, you would just leave an intext citation after the group of sentences."
"7615","ingroup","outgroup","You need a citation in your discussion section."
"7616","ingroup","ingroup","any time you have an average graphed, you will need standard deviation bars (The standard deviation error bar option on excel doesn’t work properly, take a look at the resource guide or email me to learn how to add it properly). As such, this graph should have 16 total standard deviation bars."
"7617","ingroup","ingroup","As you’re more interested in the total difference in mass rather than the change for each day, you could use a bar graph showing the difference between final/initial mass (Your current graph works too but, you will want to quantify the difference in growth in some way)."
"7618","ingroup","ingroup","Because you have a graph already showing this data, I would leave this chart out."
"7619","ingroup","ingroup","Did your group notice any molting?"
"7620","ingroup","outgroup","For statistical tests, you only need to say which test was used in the methods as well as the P-value in the results/discussion. An entire table for it is not needed."
"7621","ingroup","outgroup","I would mention that Martin’s IGR is being used."
"7622","ingroup","outgroup","Martin’s IGR is also different from the JH that Manduca makes (think back to the case study where floss flower didn’t make actual JH). As such, you should note that Martin’s IGR is a JH analogue rather than JH itself."
"7623","outgroup","outgroup","Outside citation missing (Basic Criteria)"
"7624","outgroup","outgroup","The abstract is usually done after the experiment. As such, bits from the methods should still be in past tense and parts from the results and discussion should not be in future tense."
"7625","outgroup","ingroup","This is a little specific for the intro. I might just leave the amount of time out altogether."
"7626","ingroup","outgroup","This would be 70µL as 10µL per drop"
"7627","ingroup","ingroup","Which t-test did you use?"
"7628","outgroup","outgroup","You don’t always need an alternate explanation. However, do you think it might also be the case that the addition of JH may have made the food less palatable for the Manduca?"
"7629","ingroup","ingroup","As an alpha value of 0.05 is standard, the alpha value does not need to be explicitly stated unless it was different form the standard."
"7630","ingroup","outgroup","Alpha level?"
"7631","ingroup","outgroup","Cite your figures"
"7632","outgroup","outgroup","Everything you’ve said is true, but you need to be more specific. What constitutes effective resource allocation? How should plants respond to low soil moisture or nutrients? You need to hold the hand of an unfamiliar reader"
"7633","ingroup","outgroup","Plasticity not adaptivity"
"7634","ingroup","ingroup","Remember, adaptation and plasticity are two different concepts. The ability to perform resource allocation is an adaptation, the allocation itself is an example of plasticity."
"7635","ingroup","ingroup","What about R:S mass? Why is it insignificant? Make sure you explain all aspects of the experiment."
"7636","ingroup","ingroup","You need axis labels, your error bars are not formatted correctly, there should not be a title in the body of the figure and the captions do not contain statistics or an explanation of the error bars."
"7637","ingroup","outgroup","Good! You can also reiterate your statistical results here to state whether the difference between the two groups is significant or not"
"7638","ingroup","ingroup","Good, but I would also talk about the means"
"7639","ingroup","ingroup","I would say JH analogue. And what does JH normally do in the caterpillar?"
"7640","ingroup","ingroup","Why is the Manduca helpful to study?"
"7641","outgroup","outgroup","You don’t need to quote the hypothesis again, so I would get rid of this and leave the rest of the sentence"
"7642","ingroup","outgroup","Citation format is [last name : year]"
"7643","ingroup","outgroup","I don’t think your tables are necessary because your graph states basically the same info and you talk about the number of caterpillars that molted in the results section. I would just include the graph"
"7644","ingroup","outgroup","These images are technically also figures, so you can label them such"
"7645","outgroup","ingroup","This is technically interpretation, and should go in your discussion section."
"7646","ingroup","outgroup","The goal is to compare mean weight between tow groups, treatment vs control, not per day."
"7647","outgroup","outgroup","Careful of getting too redundant"
"7648","outgroup","ingroup","How does JH or methoprene effect weight, what led you to make this connection"
"7649","ingroup","outgroup","If you ran stats you should have results that state something"
"7650","outgroup","outgroup","Just make sure to read this section again and check for any redundancy"
"7651","ingroup","ingroup","Next time try not to screenshot with the caption in it, I can see the figure but not too well, also extend your error bars into the above and below average"
"7652","ingroup","outgroup","Percentage?"
"7653","ingroup","outgroup","Put this into mL"
"7654","outgroup","ingroup","Try not to use quotes and just summarize  what they found. What does larval-pupal differentiation mean"
"7655","outgroup","outgroup","Try to limit redundancy in this section and trim it to focus on observations that you think were really important."
"7656","ingroup","ingroup","What statistical test did you run?"
"7657","ingroup","ingroup","You don’t need this table, all this information is represented in the graph"
"7658","ingroup","outgroup","You need a little bit more in this figure caption, consult the core resource guide and your primary literature to see."
"7659","outgroup","outgroup","Your abstract should be a summary of your whole report which means stating your averages/standard devs and your stats. Make sure the reader finishes your abstract and knows exactly what you found"
"7660","ingroup","ingroup","Average of the weight differences or the actual values? It is a little unclear"
"7661","outgroup","outgroup","Provide biological reasoning behind your expectation"
"7662","outgroup","outgroup","I don’t understand this phrase.This is a good start, but can you be more specific? What types of unfavorable environments? How might they arise? Is there anything happening on the planet right now that might tie in nicely with your experiment? I can think of two potential connections."
"7663","ingroup","ingroup","What about the experimental groups? I only see data for the control groups here."
"7664","ingroup","outgroup","Are the data themselves not significant, or is it that the difference between the two groups is not significant?"
"7665","outgroup","outgroup","Do you have any possible reason to think this? If no, delete."
"7666","ingroup","outgroup","Good, you should use the authors’ last names instead of the name of the journal if you want to do a citation like this."
"7667","ingroup","ingroup","How did you judge this – be more specific."
"7668","outgroup","ingroup","Include information from other studies that have studied the effect of salinity in resource allocation in plants to better set up your experiment and hypothesis. Right now the idea of salinity just comes out of nowhere, and I have no context in which to evaluate your research question/hypothesis."
"7669","outgroup","ingroup","No primary source in discussion – does not meet basic criteria. You should be comparing your results to the results of previously published studies on similar topics to put your findings in context."
"7670","ingroup","outgroup","Report correctly. This is in the resource guide."
"7671","outgroup","outgroup","Should be all in past tense."
"7672","outgroup","ingroup","There’s a lot in this sentence, can you unpack it a bit, and explain what R:S ratio is?"
"7673","ingroup","outgroup","What concentration of salt did you use? This is important!"
"7674","ingroup","ingroup","Also refence your figures when you use them as leverage in the discussion."
"7675","ingroup","ingroup","Since you have so many figures, pick the three that best support your arguments in the discussion."
"7676","ingroup","ingroup","These captions need more in them. A legend in sentence form, what the error bars mean, and the stats associated with the figure"
"7677","outgroup","outgroup","This should be in sentence form."
"7678","ingroup","outgroup","What is the dilution?"
"7679","outgroup","outgroup","Good job with real world relevancy, but discuss more biological mechanisms. E.g. plants don’t absorb green light"
"7680","ingroup","ingroup","Need a little more detail here. Enough that someone else could reproduce your experiment. What kind of soil? Fertilizer?"
"7681","ingroup","outgroup","Need to have a p value for each dependent variable"
"7682","ingroup","ingroup","Need to have error bars on the graphs. Would be better to have a graph with 2 bars, with the overall means, instead of means of each pot"
"7683","ingroup","outgroup","Good job being concise here, but you have to say the p values in the text of the results section"
"7684","outgroup","outgroup","No need to mention sources of error unless you have evidence that it actually affected the outcome"
"7685","ingroup","outgroup","0.99 ± 0.50"
"7686","ingroup","ingroup","Be specific… is it the data themselves that are not significant, or the differences between the two groups that are not significant?"
"7687","ingroup","outgroup","Do you see evidence for this in the size data?"
"7688","outgroup","outgroup","I am going to challenge this a little bit – light and CO2 can’t make up for lack of water. It’s the same as in people, where you can’t just eat more and more to make up for not drinking. You will still die without access to water, and so will plants. How does that change your logic (if at all?)"
"7689","outgroup","outgroup","In general, your discussion contains a lot of reasons why your data might have been wrong, but no biological interpretation of what you found in your experiment. Interpret your results first, then talk about the possible errors in the data."
"7690","ingroup","outgroup","Report the results of your t-test properly, as noted in the resource guide"
"7691","outgroup","outgroup","Should be all in past tense."
"7692","outgroup","ingroup","This is where knowing the concentration of salt water you used, and knowing what previous researchers have found in similar experiments, would be very helpful."
"7693","ingroup","outgroup","What concentration? This is important!"
"7694","outgroup","outgroup","Then, return to these studies in your discussion and compare your findings with the results of previous work."
"7695","outgroup","ingroup","What you have for the intro here is a good start, but you need to include previous research on the effect of salinity on plant resource allocation to better set up your experiment and hypothesis. There are definitely some good sources out there."
"7696","outgroup","outgroup","Word choice?"
"7697","ingroup","ingroup","Based on the t-test?"
"7698","ingroup","ingroup","Caterpillars aren’t actually numbered, although the x-axis implies that they are"
"7699","outgroup","ingroup","Make this more concise so you have room for a statement about why a JH mimic would affect M. sexta growth in the first place."
"7700","ingroup","outgroup","No need to explain what the t-test does, but also this is not quite right. A t-test might find no significant difference (as in this case), so the groups are not always statistically significantly different."
"7701","ingroup","ingroup","Also, no citations needed for your own hypothesis."
"7702","outgroup","ingroup","No need to include amounts in the intro (save it for the methods)."
"7703","outgroup","ingroup","Not sure that this is technically primary literature, although you can use the info from it as a secondary source (like the lab manual)."
"7704","ingroup","outgroup","Refer people to your figures"
"7705","outgroup","ingroup","That’s still a result. Not getting the result you predicted does not make the experiment a failure."
"7706","ingroup","outgroup","This caption is a little too brief"
"7707","ingroup","outgroup","This is confusing because it makes Control 1A and Experimental 1A look like the same caterpillar."
"7708","ingroup","outgroup","Where are your citations in the discussion? You need to relate your results to other literature in the field."
"7709","ingroup","outgroup","Are these averaged values? Standard deviations!"
"7710","ingroup","outgroup","Do not list the methods. They should be written with sentences that connect to create paragraphs."
"7711","ingroup","ingroup","If these are averaged values, then you should also include the standard deviation. How is this different from figure 2? Avoid repeating information."
"7712","outgroup","outgroup","Not necessary"
"7713","ingroup","outgroup","Not necessaryDo not include the table from excel with statistics in the lab report"
"7714","outgroup","outgroup","Repeating information"
"7715","ingroup","outgroup","This is not a figure legendMissing details. Figure captions should be self-explanatory"
"7716","outgroup","outgroup","This means that you are repeating information."
"7717","ingroup","ingroup","This table displays the same information than figure 1. Avoid repeating information."
"7718","ingroup","outgroup","You need at least another source"
"7719","outgroup","outgroup","Good but can be shortened. Less methods and intro bits."
"7720","ingroup","outgroup","Good figure. Include the stats reuslts in your figure caption.Figure 1:  not Graph 1:"
"7721","ingroup","outgroup","Include the averages and their s.ds here.  Also include the statistics results in paragraph form."
"7722","ingroup","outgroup","Include this in paragraph form in your results"
"7723","ingroup","outgroup","Raw data"
"7724","outgroup","outgroup","You don’t need so much detail here."
"7725","outgroup","outgroup","?"
"7726","ingroup","outgroup","10 grams or 50 mL"
"7727","ingroup","ingroup","A t-test is not necessary to calculate the SD. The SD is a descriptor of the sample, it indicates the amount of dispersion of the set of data values."
"7728","ingroup","outgroup","calculate"
"7729","ingroup","ingroup","Did you measure the hormones level? The do not mention this like a result of your experiment, this is more an explanation of the observation, a possible cause."
"7730","outgroup","outgroup","Do not assume that you did it wrong."
"7731","outgroup","outgroup","Do not quote previous studies"
"7732","outgroup","outgroup","Do not quote previous studies. Explain their observations with your own words"
"7733","ingroup","outgroup","error bars are the same for all the data points. This is not quite right. Check the excel tutorial to learn how to add the error bars (Sakai/ BioCore Guide/ Displaying data/ Graphs)"
"7734","outgroup","outgroup","How is this supporting your previous statement? That is not clear"
"7735","ingroup","ingroup","I would recommend you explain how are the proportions of these two hormones before pupation. That will help the reader to understand the hypothesis better."
"7736","ingroup","outgroup","In which group? Be precise"
"7737","outgroup","outgroup","Metamorphical?"
"7738","ingroup","ingroup","Same problem with error bars"
"7739","outgroup","outgroup","Specify in insects"
"7740","ingroup","outgroup","Statistic is not a measurement of accuracy"
"7741","ingroup","ingroup","The values of the length don’t match with the figure on day 8, or these values are the difference between day 1 and 8. That is not clear in the Table legend"
"7742","ingroup","outgroup","These should be reported with the mean."
"7743","ingroup","ingroup","This is unnecessary. Instead you could report the statistics outcome with the corresponding result, to corroborate that those observations differed significantly."
"7744","outgroup","outgroup","This should be written as a suggestion or a possible explanation, not like a result."
"7745","ingroup","ingroup","What are these values? Are they averaged values? In that case, you should report mean ± SD"
"7746","ingroup","ingroup","You should have another literature source, not only the lab manual"
"7747","ingroup","outgroup","Citation formatting. Check the BioCore Guide pages 48-49"
"7748","ingroup","ingroup","Combine mean ± SD in the same cell. That will make the table easier to read."
"7749","outgroup","outgroup","Do not quote"
"7750","ingroup","outgroup","graph"
"7751","outgroup","outgroup","In the diet"
"7752","ingroup","outgroup","Include the statistical outcome with the corresponding result and avoid using an entire sentence just to report the p-value"
"7753","ingroup","ingroup","the average length or the total change I length. Can you support this statement with the mean ± SD values for each group, and the results of the statistical test."
"7754","outgroup","ingroup","Don’t talk about supporting or rejecting your hypothesis in the results, save it for the discussion"
"7755","ingroup","ingroup","So I’m fairly sure your error bars are incorrect, as in this case you would need to calculate the standard deviation for the control and treatment group for each day and then plot those values each separately."
"7756","ingroup","outgroup","State the figure #"
"7757","outgroup","ingroup","This is confusing. Just state how long the whole life cycle is and then how long it takes to go through the instars"
"7758","ingroup","outgroup","What kind of t-test?"
"7759","outgroup","ingroup","Why? How does JH affect length and weight?"
"7760","ingroup","outgroup","You don’t need to write the title of articles. You can state the author’s name if you really want to"
"7761","outgroup","ingroup","You have this at the end of the results, so you don’t need to state it here"
"7762","ingroup","outgroup","0.63 cm"
"7763","outgroup","outgroup","Any suggestions about its effect on hormones ???"
"7764","ingroup","outgroup","All the figures should be referenced in the text of the results."
"7765","ingroup","outgroup","Check the title of your x-axis. Maybe there is a better title"
"7766","ingroup","outgroup","Citations need to include the year. This is actually a citation."
"7767","ingroup","outgroup","Correlation is a mathematical method of analysis. You didn’t do a correlation."
"7768","ingroup","outgroup","Cut -off level for significance."
"7769","outgroup","outgroup","Do not say “began this experiment”. Just start explaining what you did. Ex: Eight individuals of Manduca sexta with similar size and weight were used (if you want you can specify the values between parenthesis)."
"7770","ingroup","outgroup","Don’t repeat information. You already mentioned the number"
"7771","ingroup","outgroup","Explain the number of individuals in each group. You can mention in the first sentence that they had similar size. Is not necessary to say that 2 of them were 4 cm and the other 2 4.5 cm."
"7772","outgroup","ingroup","For the Abstract, you want to include just those sentences with relevant information, a key message. Keep this in mind because there is a maximum number of words and you want to use them wisely. This sentence looks good for the Intro"
"7773","ingroup","outgroup","How much food? Did you add 5 drops in 10 g or in 40 g? That is important"
"7774","outgroup","ingroup","I think this could be included in the discussion as a limitation in the length measurements, but say it more naïve."
"7775","ingroup","ingroup","I think this is a qualitative result of your experiment. So this information should e in the results also."
"7776","outgroup","outgroup","If you know that this probably didn’t affect the results, then don’t mention it."
"7777","outgroup","outgroup","If your results do not support the hypothesis, it doesn’t mean that you did it wrong. Don’t assume that you have errors. Only mention the errors if oyu are sure that they were there and they are really affecting the result."
"7778","outgroup","ingroup","In general, the background information is correct. However, I will work more in the story. You can omit some details about the life cycle that are nor very relevant for this experiment and try to link your sentences more. Establish the connections between the background information and your hypothesis"
"7779","outgroup","outgroup","In the way that is written, I don’t see the relation between these statements and your experiment."
"7780","ingroup","outgroup","In-text citation format. Check your BioCore Guide for this."
"7781","ingroup","outgroup","Is IGR the same than ecdysone? Just use the biological term."
"7782","ingroup","ingroup","Just go straight forward and explain the two used diets."
"7783","outgroup","outgroup","Not necessary"
"7784","outgroup","outgroup","Not necessary"
"7785","outgroup","outgroup","Only the transition from larvae to adult through the pupa phase is considered metamorphosis. So be careful with your words because the reader might understand that also going from egg to larva, and the different larva instars are considered metamorphosis."
"7786","ingroup","ingroup","These hormones also regulate the molting form one larva instar to the next one."
"7787","outgroup","outgroup","This is already implicit when you said that they were significant different."
"7788","outgroup","ingroup","This is an interpretation of the result. That is not part of this section. It goes in the discussion."
"7789","ingroup","ingroup","This is not really relevant because both f them were in the same treatment, probably control animals."
"7790","ingroup","outgroup","This is not the correct format. You have t mention the mean ± 0.37 g"
"7791","ingroup","ingroup","This is part of the results. That is the result of your first day of measurements."
"7792","outgroup","outgroup","This is the first time that you mentioned this hormone"
"7793","outgroup","outgroup","This sentence is unnecesary"
"7794","ingroup","ingroup","Try to avoid the use of sentences just for the statistical outcome. Combine this information with the result. You can check in the annotation exercise that you already did the section with the results. Look for examples reporting the statistical outcome."
"7795","outgroup","ingroup","What are those typical stages? Try to be precise every time that you can"
