unique.record,report.id,sort,report.title,student,course,ta,lab,tag,type.TA,grade.TA,grading.time,Rank,hypothesis.ok,data.ok,citation.ok,interpretation.ok,organization.ok,techflaws.ok,writing.ok,comments.incorporated,ta.comment,code.subject,code.structure,code.locus,code.scope,code.tone,code.notes
Sp18.07657,R_8p3TM3OPhjPVoix,8553,,Std_NGcQpHxQ,113,TA_fMNrLFgi,allocation,first,Submission,A,8,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Awesome job with these mechanisms ,5. Praise or Concern,Specific info,,,,
Sp18.07658,R_8p3TM3OPhjPVoix,8554,,Std_NGcQpHxQ,113,TA_fMNrLFgi,allocation,first,Submission,A,8,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Excellent work ,5. Praise or Concern,General info,,,,
Sp18.07659,R_8p3TM3OPhjPVoix,8555,,Std_NGcQpHxQ,113,TA_fMNrLFgi,allocation,first,Submission,A,8,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Good job with real-world relevancy ,5. Praise or Concern,Specific info,,,,
Sp18.07660,R_8posV7S5W2gJUd3,8556,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,?,2. Writing Quality,Pointer,Neutral,Within Report,Neutral,
Sp18.07661,R_8posV7S5W2gJUd3,8557,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,clarify ,2. Writing Quality,Pointer,,,,
Sp18.07662,R_8posV7S5W2gJUd3,8558,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,not as many or they are modified,4. Logic and Thinking,Specific info,,,,
Sp18.07663,R_8posV7S5W2gJUd3,8559,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,condense and focus ,2. Writing Quality,General info,,,,
Sp18.07664,R_8posV7S5W2gJUd3,8560,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,expand,8. No basis to judge,No basis to judge,,,,
Sp18.07665,R_8posV7S5W2gJUd3,8561,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,given that you plan on accounting for this – what other cellular reasons would warrant testing these types of chloroplasts photosynthetic ability more background research needed to strengthen this portion ,4. Logic and Thinking,Specific info,,,,
Sp18.07666,R_8posV7S5W2gJUd3,8562,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,I would change this to a different error and possibly add another,8. No basis to judge,No basis to judge,,,,
Sp18.07667,R_8posV7S5W2gJUd3,8563,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,more detail needed,8. No basis to judge,No basis to judge,,,,
Sp18.07668,R_8posV7S5W2gJUd3,8564,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,Not necessary,2. Writing Quality,Copy Correction,Corrective,Within Report,Neutral,
Sp18.07669,R_8posV7S5W2gJUd3,8565,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,remove,2. Writing Quality,Copy Correction,,,,
Sp18.07670,R_8posV7S5W2gJUd3,8566,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,Remove all of this – it is assumed you will label it correctly,2. Writing Quality,Copy Correction,,,,
Sp18.07671,R_8posV7S5W2gJUd3,8567,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,remove this should all be stated in the text,2. Writing Quality,Specific info,,,,
Sp18.07672,R_8posV7S5W2gJUd3,8568,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,rephrase – more precise ,2. Writing Quality,General info,,,,
Sp18.07673,R_8posV7S5W2gJUd3,8569,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,Significantly condense this,2. Writing Quality,General info,,,,
Sp18.07674,R_8posV7S5W2gJUd3,8570,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,this is probably a little too broad – more focused intro sentence,2. Writing Quality,General info,,,,
Sp18.07675,R_8posV7S5W2gJUd3,8571,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,this needs to be substantially condensed. Multiple grammatical mistakes,2. Writing Quality,General info,,,,
Sp18.07676,R_8posV7S5W2gJUd3,8572,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,This section needs some reorganization: summarize each section in ,2. Writing Quality,General info,,,,
Sp18.07677,R_8posV7S5W2gJUd3,8573,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,what is an alternative explanation? You accounted for this,8. No basis to judge,No basis to judge,,,,
Sp18.07678,R_8posV7S5W2gJUd3,8574,,Std_OVWzFQKI,214,TA_180JS8gb,photosynthesis,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,No,,you accounted for this,8. No basis to judge,No basis to judge,,,,
Sp18.07679,R_8q3DzWjvHjePIfH,8575,,Std_trpvC0ah,114,TA_kLMtS9Cu,manduca,first,Submission,C,22,,Yes,Yes,Yes,Yes,Yes,No,No,,???,3. Technical and Scientific,Pointer,Neutral,Within Report,Neutral,
Sp18.07680,R_8q3DzWjvHjePIfH,8576,,Std_trpvC0ah,114,TA_kLMtS9Cu,manduca,first,Submission,C,22,,Yes,Yes,Yes,Yes,Yes,No,No,,Are these averaged values?Where is the SD?,3. Technical and Scientific,Copy Correction,,,,
Sp18.07681,R_8q3DzWjvHjePIfH,8578,,Std_trpvC0ah,114,TA_kLMtS9Cu,manduca,first,Submission,C,22,,Yes,Yes,Yes,Yes,Yes,No,No,,Can you be more specific?,2. Writing Quality,Copy Correction,,,,
Sp18.07682,R_8q3DzWjvHjePIfH,8579,,Std_trpvC0ah,114,TA_kLMtS9Cu,manduca,first,Submission,C,22,,Yes,Yes,Yes,Yes,Yes,No,No,,Citation formatting,3. Technical and Scientific,Copy Correction,Corrective,Within Report,FLAG,
Sp18.07683,R_8q3DzWjvHjePIfH,8580,,Std_trpvC0ah,114,TA_kLMtS9Cu,manduca,first,Submission,C,22,,Yes,Yes,Yes,Yes,Yes,No,No,,Citations?,3. Technical and Scientific,General info,Directive,Within Report,FLAG,
Sp18.07684,R_8q3DzWjvHjePIfH,8581,,Std_trpvC0ah,114,TA_kLMtS9Cu,manduca,first,Submission,C,22,,Yes,Yes,Yes,Yes,Yes,No,No,,Give more details in the figure legends. They should be self explanatory.,3. Technical and Scientific,General info,,,,
Sp18.07685,R_8q3DzWjvHjePIfH,8582,,Std_trpvC0ah,114,TA_kLMtS9Cu,manduca,first,Submission,C,22,,Yes,Yes,Yes,Yes,Yes,No,No,,Reconsider x-axis,3. Technical and Scientific,Specific info,,,,
Sp18.07686,R_8q3DzWjvHjePIfH,8584,,Std_trpvC0ah,114,TA_kLMtS9Cu,manduca,first,Submission,C,22,,Yes,Yes,Yes,Yes,Yes,No,No,,Same problem than before,8. No basis to judge,No basis to judge,,,,
Sp18.07687,R_8q3DzWjvHjePIfH,8585,,Std_trpvC0ah,114,TA_kLMtS9Cu,manduca,first,Submission,C,22,,Yes,Yes,Yes,Yes,Yes,No,No,,This is not the format to report statistical outcome in the results. This should support the observed results.,3. Technical and Scientific,Copy Correction,,,,
Sp18.07688,R_8q3DzWjvHjePIfH,8586,,Std_trpvC0ah,114,TA_kLMtS9Cu,manduca,first,Submission,C,22,,Yes,Yes,Yes,Yes,Yes,No,No,,This table is repeating the information from Figure 2.,3. Technical and Scientific,General info,Corrective,Within Report,,
Sp18.07689,R_8q3DzWjvHjePIfH,8587,,Std_trpvC0ah,114,TA_kLMtS9Cu,manduca,first,Submission,C,22,,Yes,Yes,Yes,Yes,Yes,No,No,,You should include the hypothesis in the Abstract,2. Writing Quality,Specific info,,,,
Sp18.07690,R_8qSZdNJGxZUaM0l,8588,,Std_2mpB1tpE,114,TA_l0zDB5kQ,manduca,first,Revision,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,Grade: 3 TFGood improvement but still made some mistakes.,12. Narrative Comments,General info,,,,
Sp18.07691,R_8qSZdNJGxZUaM0l,8589,,Std_2mpB1tpE,114,TA_l0zDB5kQ,manduca,first,Revision,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,Is this for both groups?  ,3. Technical and Scientific,Specific info,,,,
Sp18.07692,R_8qSZdNJGxZUaM0l,8590,,Std_2mpB1tpE,114,TA_l0zDB5kQ,manduca,first,Revision,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,Stats?,3. Technical and Scientific,Copy Correction,,,,
Sp18.07693,R_8qSZdNJGxZUaM0l,8591,,Std_2mpB1tpE,114,TA_l0zDB5kQ,manduca,first,Revision,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,Units?,3. Technical and Scientific,Copy Correction,,,,
Sp18.07694,R_8qSZdNJGxZUaM0l,8592,,Std_2mpB1tpE,114,TA_l0zDB5kQ,manduca,first,Revision,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,Unlits?,3. Technical and Scientific,Copy Correction,,,,
Sp18.07695,R_8qSZdNJGxZUaM0l,8593,,Std_2mpB1tpE,114,TA_l0zDB5kQ,manduca,first,Revision,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,"When you have an outlier it is important that you talk about how removing it from your data, changes your results.",3. Technical and Scientific,General info,,,,
Sp18.07696,R_8qSZdNJGxZUaM0l,8594,,Std_2mpB1tpE,114,TA_l0zDB5kQ,manduca,first,Revision,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,Why are the error bars the same for both groups?,3. Technical and Scientific,Specific info,,,,
Sp18.07697,R_8unGIre2a6eIQvj,8595,,Std_rCbbcHSV,114,TA_rVWBLI1O,manduca,first,Submission,A,7,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Only the food was obtained from here,3. Technical and Scientific,Copy Correction,,,,
Sp18.07698,R_8unGIre2a6eIQvj,8596,,Std_rCbbcHSV,114,TA_rVWBLI1O,manduca,first,Submission,A,7,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Perhaps it’s coincidence but your standard deviation bars look the same for every day, are you sure you calculated out standard deviation for each separate day/treatment?",3. Technical and Scientific,Specific info,,,,
Sp18.07699,R_8unGIre2a6eIQvj,8597,,Std_rCbbcHSV,114,TA_rVWBLI1O,manduca,first,Submission,A,7,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Statistical tests do not need a separate table. You only need to mention the test used in the methods and the p-value in the results/discussion as you have already done.,3. Technical and Scientific,Specific info,,,,
Sp18.0770,R_8unGIre2a6eIQvj,8598,,Std_rCbbcHSV,114,TA_rVWBLI1O,manduca,first,Submission,A,7,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Well done,5. Praise or Concern,No basis to judge,,,,
Sp18.07701,R_8vNoCsU0HoVFMk5,8599,,Std_LNA4lJ8N,114,TA_axAQrfTP,manduca,first,Revision,B,14,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,Be more specific about what ecdysone does,2. Writing Quality,Specific info,,,,
Sp18.07702,R_8vNoCsU0HoVFMk5,8600,,Std_LNA4lJ8N,114,TA_axAQrfTP,manduca,first,Revision,B,14,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,"Hi Nick, So this is definitely an improvement upon the initial submission, nice job! There are still a few things to fix though, mainly in the way of elaborating and clarifying a few things, so keep that in mind for the next lab report. - B",12. Narrative Comments,General info,,,,
Sp18.07703,R_8vNoCsU0HoVFMk5,8601,,Std_LNA4lJ8N,114,TA_axAQrfTP,manduca,first,Revision,B,14,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,"I think this study could be a good argument for using different concentrations of ecdysone, but your explanation of “similar findings” to your experiment needs a bit of elaboration",4. Logic and Thinking,Specific info,,,,
Sp18.07704,R_8vNoCsU0HoVFMk5,8602,,Std_LNA4lJ8N,114,TA_axAQrfTP,manduca,first,Revision,B,14,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,Making them weigh less compared to what?,3. Technical and Scientific,Specific info,,,,
Sp18.07705,R_8vNoCsU0HoVFMk5,8603,,Std_LNA4lJ8N,114,TA_axAQrfTP,manduca,first,Revision,B,14,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,"You need to mention your statistical results here with your t-statistics, degrees of freedom, and p-value ",3. Technical and Scientific,Copy Correction,,,,
Sp18.07706,R_8vNoCsU0HoVFMk5,8604,,Std_LNA4lJ8N,114,TA_axAQrfTP,manduca,first,Revision,B,14,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,You should also reference your tables at the end of this section where you talk about relevant data from them. ,3. Technical and Scientific,General info,,,,
Sp18.07707,R_8vuGqswQK9x421f,8605,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,"Again, error bars? What do they mean?",3. Technical and Scientific,Specific info,,,,
Sp18.07708,R_8vuGqswQK9x421f,8606,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,"Again, this can all go in your methods. The independent and dependent variable are made clear already by saying that you will be testing the effects of Martins IGR.  I understand that you are just trying to state them explicitly, as the resource guide tells you to, but this is unnecessary. ",3. Technical and Scientific,Specific info,,,,
Sp18.07709,R_8vuGqswQK9x421f,8607,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,"All figures included in the paper should be referred to in the results (and discussion, as needed)",3. Technical and Scientific,General info,,,,
Sp18.07710,R_8vuGqswQK9x421f,8608,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,Good caption. ,5. Praise or Concern,General info,,,,
Sp18.07711,R_8vuGqswQK9x421f,8609,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,"I’m not sure that this is primary literature. If you are confused by what “primary literature” means, please see me or email me. ",3. Technical and Scientific,Specific info,,,,
Sp18.07712,R_8vuGqswQK9x421f,8610,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,"If this is your hypothesis, you should say “Our hypothesis is…” or “We hypothesize that…” and put it as the last sentence of your intro paragraph. ",2. Writing Quality,Copy Correction,,,,
Sp18.07713,R_8vuGqswQK9x421f,8611,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,No need to include the null hypothesis,3. Technical and Scientific,Copy Correction,,,,
Sp18.07714,R_8vuGqswQK9x421f,8612,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,"Not true. Getting an insignificant p-value does NOT mean that you did the experiment wrong. If the p-value is very insignificant (0.9, for example), then there is simply no measurable effect from the treatment you used, but that is a result, not a sign that the experiment was wrong. If the p-value is close to significant (like yours), that means that while the results are not statistically significant, you did see a biologically significant result and your hypothesis might have been supported. ",3. Technical and Scientific,Specific info,,,,
Sp18.07715,R_8vuGqswQK9x421f,8613,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,Please see page 42 in your BioCore Resource Guide (the section on how to write an Intro) for correct citation formatting. We are not using the same format as the annotation exercise did. ,3. Technical and Scientific,General info,Explanatory,Within Report,Neutral,
Sp18.07716,R_8vuGqswQK9x421f,8614,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,"This belongs in your methods, not your intro. ",2. Writing Quality,Specific info,,,,
Sp18.07717,R_8vuGqswQK9x421f,8615,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,This could go in the results,2. Writing Quality,Specific info,,,,
Sp18.07718,R_8vuGqswQK9x421f,8616,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,"This seems poorly organized. Try to put the sentences in your abstract in the same order as your report (into/background, then methods, then results/conclusions, etc.). Also, you could use just a bit more detail about why a JH imitating hormone would affect caterpillar growth. ",9. SPLIT,,,,,
Sp18.07719,R_8vuGqswQK9x421f,8617,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,"This string of numbers is unhelpful. You should say what your p-value was (only the p-value, not the t-value or degrees of freedom) and refer people to your figures (like you did in the discussion). ",3. Technical and Scientific,Specific info,,,,
Sp18.07720,R_8vuGqswQK9x421f,8618,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,What do the error bars represent?,3. Technical and Scientific,Copy Correction,,,,
Sp18.07721,R_8vuGqswQK9x421f,8619,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,What statistical test did you run?,3. Technical and Scientific,Specific info,,,,
Sp18.07722,R_8vuGqswQK9x421f,8620,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,"You don’t have to state the experimental and control groups like this, although this is okay. ",2. Writing Quality,Specific info,,,,
Sp18.07723,R_8vuGqswQK9x421f,8621,,Std_RVUaZljc,114,TA_2R8KStqZ,manduca,first,Submission,F,15,,Yes,Yes,No,Yes,No,No,No,,You need citations/references to primary literature in your discussion (not just your intro). ,1. Basic Criteria,General info,,,,
Sp18.07724,R_8wPIp8U1axtcsaR,8622,,Std_az2adBbj,114,TA_l0zDB5kQ,frog,second,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Also the error bars are not placed correctly,3. Technical and Scientific,Specific info,,,,
Sp18.07725,R_8wPIp8U1axtcsaR,8623,,Std_az2adBbj,114,TA_l0zDB5kQ,frog,second,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Error bars?  Stats?,3. Technical and Scientific,Specific info,Corrective,Within Report,Neutral,
Sp18.07726,R_8wPIp8U1axtcsaR,8624,,Std_az2adBbj,114,TA_l0zDB5kQ,frog,second,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Explain this more. ,8. No basis to judge,No basis to judge,,,,
Sp18.07727,R_8wPIp8U1axtcsaR,8625,,Std_az2adBbj,114,TA_l0zDB5kQ,frog,second,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Grade: 2  TF  WQGood job!  Just need to change somethings.  Be sure to edit your figures and do the correct t-test.  Also be sure to add some more reasoning behind why you got the data you did in the discussion.,12. Narrative Comments,General info,,,,
Sp18.07728,R_8wPIp8U1axtcsaR,8626,,Std_az2adBbj,114,TA_l0zDB5kQ,frog,second,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Include more data here.  Basically the values you plotted but in sentence form.,3. Technical and Scientific,Specific info,,,,
Sp18.07729,R_8wPIp8U1axtcsaR,8627,,Std_az2adBbj,114,TA_l0zDB5kQ,frog,second,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Paired t-test,3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
Sp18.07730,R_8wPIp8U1axtcsaR,8628,,Std_az2adBbj,114,TA_l0zDB5kQ,frog,second,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"This graph explains more than the one above.  If you put error bars on this, or make a 4 bar graph with leg 1 control and exp, leg2 control and exp with error bars that would be good to.  ",3. Technical and Scientific,Specific info,,,,
Sp18.07731,R_8wPIp8U1axtcsaR,8629,,Std_az2adBbj,114,TA_l0zDB5kQ,frog,second,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"This graph is incorrect, the red bar is supposed to be frog leg two but the graph below says that the red bar is the treatment results.",3. Technical and Scientific,Specific info,,,,
Sp18.07732,R_8wPIp8U1axtcsaR,8630,,Std_az2adBbj,114,TA_l0zDB5kQ,frog,second,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,This is not what the legend on the graph says.,3. Technical and Scientific,General info,,,,
Sp18.07733,R_8wPIp8U1axtcsaR,8631,,Std_az2adBbj,114,TA_l0zDB5kQ,frog,second,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Why just one standard deviation?,3. Technical and Scientific,No basis to judge,,,,
Sp18.07734,R_8wtO1wXG9LD3lvn,8632,,Std_3e5u0c9P,114,TA_rVWBLI1O,manduca,first,Submission,B,9,,Yes,Yes,No,Yes,Yes,No,Yes,,I would recommend a two-tailed t test (or a two-sample t-test),3. Technical and Scientific,Copy Correction,,,,
Sp18.07735,R_8wtO1wXG9LD3lvn,8633,,Std_3e5u0c9P,114,TA_rVWBLI1O,manduca,first,Submission,B,9,,Yes,Yes,No,Yes,Yes,No,Yes,,"I would say “Martin’s IGR, a JH analogue”",3. Technical and Scientific,Copy Correction,,,,
Sp18.07736,R_8wtO1wXG9LD3lvn,8634,,Std_3e5u0c9P,114,TA_rVWBLI1O,manduca,first,Submission,B,9,,Yes,Yes,No,Yes,Yes,No,Yes,,Missing outside sources (Basic Criteria),1. Basic Criteria,General info,Corrective,Within Report,Neutral,
Sp18.07737,R_8wtO1wXG9LD3lvn,8635,,Std_3e5u0c9P,114,TA_rVWBLI1O,manduca,first,Submission,B,9,,Yes,Yes,No,Yes,Yes,No,Yes,,Try to mention the pesticide used (Martin’s IGR),3. Technical and Scientific,Copy Correction,,,,
Sp18.07738,R_8wU7sLTSrQZDiWR,8636,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,Also write +/- your standard deviations,3. Technical and Scientific,Copy Correction,Directive,Within Report,,
Sp18.07739,R_8wU7sLTSrQZDiWR,8637,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,Expand on this a little more in terms of what happened in your study,8. No basis to judge,No basis to judge,,,,
Sp18.07740,R_8wU7sLTSrQZDiWR,8638,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"Hi Evelyn, So this report hit all the major points it needed to hit, and I think the biggest thing to fix is reworking your results section. Just make sure everything you write is explained and is super clear and you should be in good shape for the revision! - C",12. Narrative Comments,Specific info,,,,
Sp18.07741,R_8wU7sLTSrQZDiWR,8639,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,Is this statistical test for the threshold or contraction amplitude. ,3. Technical and Scientific,Specific info,,,,
Sp18.07742,R_8wU7sLTSrQZDiWR,8640,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,Label your y-axis more clearly. Is this threshold? Contraction amplitude?,3. Technical and Scientific,Specific info,,,,
Sp18.07743,R_8wU7sLTSrQZDiWR,8641,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,Mention that these ions are found in the chemical you are using,3. Technical and Scientific,Specific info,,,,
Sp18.07744,R_8wU7sLTSrQZDiWR,8642,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,Mention that this is the calcium channel blocker,3. Technical and Scientific,Specific info,,,,
Sp18.07745,R_8wU7sLTSrQZDiWR,8643,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"Mention what muscle you are using, as you then reference it below",3. Technical and Scientific,Specific info,,,,
Sp18.07746,R_8wU7sLTSrQZDiWR,8644,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,Of 2..what?,8. No basis to judge,No basis to judge,,,,
Sp18.07747,R_8wU7sLTSrQZDiWR,8645,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"Ok, the way you have this organized is pretty confusing, because you’re going back and forth between two values for four legs. Talk about the threshold for all four legs first, then talk about contraction amplitude",3. Technical and Scientific,Specific info,,,,
Sp18.07748,R_8wU7sLTSrQZDiWR,8646,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"Pipiens, with a p. Please fix that wherever it is misspelled",Scientific Name,Copy Correction,,,,
Sp18.07749,R_8wU7sLTSrQZDiWR,8647,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,State your p-value,3. Technical and Scientific,Copy Correction,,,,
Sp18.07750,R_8wU7sLTSrQZDiWR,8648,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,The threshold…before and after treatment?,3. Technical and Scientific,Specific info,,,,
Sp18.07751,R_8wU7sLTSrQZDiWR,8649,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,This is not a great place to reference this figure. State the average thresholds for each group somewhere and reference this figure there,2. Writing Quality,Specific info,,,,
Sp18.07752,R_8wU7sLTSrQZDiWR,8650,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,This section needs some citations,3. Technical and Scientific,General info,,,,
Sp18.07753,R_8wU7sLTSrQZDiWR,8651,,Std_RWwPJZEq,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"While I like how clean the myogram photos are, it’s a little much to look at. If you want to include them I would say put control and treatment for just one leg as a representative of the overall pattern ",3. Technical and Scientific,Specific info,,,,
Sp18.07754,R_8zSu5PoN1dwuop7,8652,,Std_vx2grlHl,114,TA_rVWBLI1O,manduca,first,Revision,A,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,This seems like it was just added in for the sake of having a source in the discussion. I would probably try to find another source that may fit better in your discussion such as a past study which you can compare your results with and to guide why you think your future study idea would work.,4. Logic and Thinking,General info,,,,
